"","Symbol","ID","Gene Type","CM tissueType","CM cancerType","CM cellType","CM cellName","unique","p-val","unique-fcs","total-fcs","stat"
"ENSG00000225399.4","AC121247.1",NA,"lincRNA","","","","","No",0.00235,0.29,2.21,"-15.76"
"ENSG00000255928.1","AP002993.1",NA,"antisense","","","","","No",3.36e-07,1.32,3.14,"-15.78"
"ENSG00000251687.1","AC104791.1",NA,"antisense","","","","","No",5.26e-21,2.65,4.58,"-15.79"
"ENSG00000241884.2","AC114401.1",NA,"lincRNA","","","","","No",3.45e-16,1.57,3.59,"-15.79"
"ENSG00000251309.1","AP002075.1",NA,"antisense","","","","","No",4.11e-07,1.49,2.06,"-15.8"
"ENSG00000279662.1","AC131649.2",NA,"TEC","","","","","No",2.91e-08,0.89,3.11,"-15.81"
"ENSG00000259591.1","AC022898.1",NA,"antisense","","","","","No",5.54e-22,2.51,4.37,"-15.81"
"ENSG00000242795.2","AC007849.1",NA,"sense_intronic","","","","","Yes",1.4e-26,3.15,3.38,"-15.85"
"ENSG00000245750.7","DRAIC",NA,"lincRNA","","","","","No",0.000551,0.27,1.92,"-15.85"
"ENSG00000252363.1","RNU7-43P",NA,"snRNA","","","","","No",0.0075,1.72,-0.75,"-15.85"
"ENSG00000267659.5","LINC01482","101928104","lincRNA","","","","","No",9.1e-16,2.16,2.51,"-15.86"
"ENSG00000268293.1","AC008751.1",NA,"processed_pseudogene","","","","","No",0.00282,0.83,1.2,"-15.86"
"ENSG00000268362.5","AC092279.1",NA,"lincRNA","","","","","No",1.33e-06,0.57,2.34,"-15.86"
"ENSG00000255256.1","AL136146.2",NA,"sense_intronic","","","","","No",1.38e-08,1.86,4.16,"-15.87"
"ENSG00000278374.1","RF00015",NA,"snRNA","","","","","No",6e-04,1.18,2.14,"-15.88"
"ENSG00000252438.1","RF00279",NA,"snoRNA","","","","","No",1.19e-07,1.62,3.54,"-15.89"
"ENSG00000279106.1","AC009093.7",NA,"TEC","","","","","No",1.68e-11,1.47,3.6,"-15.89"
"ENSG00000244681.1","MTHFD2P1","100287639","transcribed_processed_pseudogene","","","","","No",0.00184,1.1,1.39,"-15.89"
"ENSG00000278920.1","AC005005.4",NA,"sense_overlapping","","","","","No",7.94e-07,0.97,2.46,"-15.89"
"ENSG00000184949.15","FAM227A","646851","protein_coding","","","","","No",1.71e-06,0.68,1.97,"-15.89"
"ENSG00000224209.7","LINC00466",NA,"processed_transcript","","","","","No",0.00655,0.82,1.71,"-15.91"
"ENSG00000243951.1","RN7SL308P",NA,"misc_RNA","","","","","No",0.00114,0.42,2.56,"-15.92"
"ENSG00000120903.12","CHRNA2","1135","protein_coding","","","","","No",0.0035,1.15,2.48,"-15.95"
"ENSG00000131233.9","GJA9","81025","protein_coding","","","","","No",4.6e-09,1.35,3.19,"-15.95"
"ENSG00000243415.2","AC107021.1",NA,"antisense","","","","","No",1.86e-15,2.57,3.33,"-15.96"
"ENSG00000235096.2","AC118555.1",NA,"antisense","","","","","No",1.16e-07,1.54,4.19,"-15.96"
"ENSG00000261070.1","LOC338694","338694","lincRNA","","","","","No",0.000228,1.83,3.13,"-15.96"
"ENSG00000260198.1","AC009102.1",NA,"sense_intronic","","","","","No",8.52e-08,0.85,2.73,"-15.96"
"ENSG00000263241.1","MTCYBP33",NA,"unprocessed_pseudogene","","","","","No",4.76e-06,2.21,3.42,"-15.97"
"ENSG00000228213.5","NLGN1-AS1","100874010","antisense","","","","","No",1.04e-06,2.14,2.62,"-15.98"
"ENSG00000254163.1","AC025434.1",NA,"antisense","","","","","No",5.75e-14,2.43,2.81,"-15.99"
"ENSG00000255944.1","AC006065.3",NA,"lincRNA","","","","","No",0.00874,0.7,0.8,"-15.99"
"ENSG00000179362.14","HMGN2P46",NA,"transcribed_processed_pseudogene","","","","","No",1.96e-07,1.12,2.74,"-16.01"
"ENSG00000236197.3","AC002429.2",NA,"antisense","","","","","No",5.64e-07,1.01,3.24,"-16.01"
"ENSG00000184923.12","NUTM2A","728118","protein_coding","","","","","No",2.14e-15,1.05,1.92,"-16.02"
"ENSG00000233008.5","LINC01725","101927587","lincRNA","","","","","No",2.84e-10,1.77,3.59,"-16.02"
"ENSG00000257910.1","AC124784.1",NA,"antisense","","","","","No",0.000132,0.85,2.37,"-16.02"
"ENSG00000207452.1","RNU6-606P",NA,"snRNA","","","","","No",1.09e-05,1.41,4.11,"-16.03"
"ENSG00000181722.16","ZBTB20","26137","protein_coding","","","","","No",7.73e-21,1.36,2.9,"-16.04"
"ENSG00000243650.3","RN7SL834P",NA,"misc_RNA","","","","","No",0.00317,0.31,2.31,"-16.04"
"ENSG00000228294.6","BMS1P17",NA,"transcribed_unprocessed_pseudogene","","","","","No",7.97e-07,1.35,3.12,"-16.04"
"ENSG00000256195.2","LOC101928940","101928940","antisense","","","","","No",5.12e-18,2.52,3.69,"-16.04"
"ENSG00000265413.1","AP001094.2",NA,"sense_intronic","","","","","No",1.24e-07,0.55,2.2,"-16.05"
"ENSG00000255250.1","AP003059.2",NA,"lincRNA","","","","","No",8.88e-05,1.02,2.02,"-16.05"
"ENSG00000236708.1","AC073316.3",NA,"antisense","","","","","No",2.59e-12,2.22,2.84,"-16.06"
"ENSG00000174225.14","ARL13A","392509","protein_coding","","","","","No",7.65e-07,1.07,2.99,"-16.06"
"ENSG00000258735.1","LINC00637","145216","lincRNA","","","","","No",2.79e-07,1.52,2.75,"-16.07"
"ENSG00000261156.6","LINC01989","101927239","lincRNA","","","","","No",0.00667,0.74,0.7,"-16.08"
"ENSG00000180747.15","SMG1P3",NA,"transcribed_unprocessed_pseudogene","","","","","No",2.73e-08,0.48,3.04,"-16.08"
"ENSG00000236564.1","YWHAQP5",NA,"processed_pseudogene","","","","","No",1.71e-07,1.34,3.92,"-16.1"
"ENSG00000225498.1","AC002064.1",NA,"lincRNA","","","","","No",1.74e-16,2.17,3.21,"-16.1"
"ENSG00000206676.1","RF00019",NA,"misc_RNA","","","","","No",4.02e-06,2.31,1.85,"-16.1"
"ENSG00000259418.1","AC091117.2",NA,"antisense","","","","","No",5.96e-15,2.06,3.46,"-16.11"
"ENSG00000226957.1","AL358075.1",NA,"antisense","","","","","No",8.3e-14,2.12,3.86,"-16.13"
"ENSG00000187806.7","TMEM202","338949","protein_coding","","","","","No",0.00679,1.22,1.17,"-16.13"
"ENSG00000270137.1","AF230666.2",NA,"sense_intronic","","","","","No",0.00084,1.18,3.33,"-16.13"
"ENSG00000259219.1","LOC105371022","105371022","antisense","","","","","No",2.25e-05,0.3,2.09,"-16.13"
"ENSG00000267646.1","AC008543.5",NA,"antisense","","","","","No",0.000387,0.99,2.8,"-16.15"
"ENSG00000236678.7","LINC00347",NA,"lincRNA","","","","","No",9.54e-05,1.55,1.47,"-16.15"
"ENSG00000228434.1","AC004951.1",NA,"lincRNA","","","","","No",3.3e-12,0.7,2.89,"-16.16"
"ENSG00000267198.1","AC091132.4",NA,"lincRNA","","","","","No",5.09e-25,1.13,3.09,"-16.17"
"ENSG00000267097.1","SLC14A2-AS1",NA,"antisense","","","","","No",4.96e-05,0.69,2.58,"-16.17"
"ENSG00000279091.1","AC026523.2",NA,"TEC","","","","","No",0.00179,1.13,1.94,"-16.17"
"ENSG00000234721.2","LINC02092","400620","lincRNA","","","","","No",0.00871,1.24,-0.76,"-16.18"
"ENSG00000231047.1","GCNT1P3",NA,"processed_pseudogene","","","","","No",0.00562,0.83,2.36,"-16.18"
"ENSG00000251652.1","LOC105374344","105374344","antisense","","","","","No",0.000982,1.03,2.58,"-16.19"
"ENSG00000260859.1","AC025280.1",NA,"sense_intronic","","","","","No",7.34e-19,3.06,3.64,"-16.2"
"ENSG00000260366.1","AC026803.1",NA,"sense_overlapping","","","","","No",0.00765,0.52,1.67,"-16.2"
"ENSG00000233178.7","AL161457.2",NA,"antisense","","","","","No",2.45e-21,2.47,3.71,"-16.2"
"ENSG00000277855.1","AC097634.3",NA,"antisense","","","","","No",0.00951,0.19,1.99,"-16.2"
"ENSG00000228290.6","TBX18-AS1","102724201","antisense","","","","","No",5.94e-05,0.94,1.65,"-16.23"
"ENSG00000268560.1","AC010636.1",NA,"lincRNA","","","","","No",3.94e-05,0.05,0.31,"-16.23"
"ENSG00000248965.1","AC011389.2",NA,"antisense","","","","","No",1.7e-08,2.09,2.6,"-16.24"
"ENSG00000265293.2","ARGFXP2",NA,"processed_pseudogene","","","","","No",1.79e-19,1.57,3.65,"-16.24"
"ENSG00000203307.2","AL626787.1",NA,"antisense","","","","","No",0.00133,1.21,2.21,"-16.26"
"ENSG00000258867.5","LINC01146","283587","lincRNA","","","","","No",0.000819,0.43,2.04,"-16.26"
"ENSG00000252707.1","RNU11-2P",NA,"snRNA","","","","","No",1.28e-07,1.87,4.12,"-16.27"
"ENSG00000235786.1","ZNRF3-IT1",NA,"sense_intronic","","","","","Yes",4.64e-24,3.16,4.73,"-16.28"
"ENSG00000229088.1","MTND1P10",NA,"processed_pseudogene","","","","","No",0.000522,2.36,2.09,"-16.29"
"ENSG00000280162.1","AL136531.3",NA,"TEC","","","","","No",1.18e-06,1.16,2.9,"-16.3"
"ENSG00000259976.2","AC093010.3",NA,"3prime_overlapping_ncRNA","","","","","No",3.09e-12,1.02,2.29,"-16.31"
"ENSG00000242082.1","SLC5A4-AS1",NA,"antisense","","","","","No",0.00564,0.7,2.58,"-16.31"
"ENSG00000253203.6","GUSBP3",NA,"transcribed_unprocessed_pseudogene","","","","","No",5.43e-05,0.5,2.55,"-16.32"
"ENSG00000254495.1","AP000487.2",NA,"antisense","","","","","No",0.000102,1.28,3.15,"-16.34"
"ENSG00000273523.1","LOC101929657","101929657","antisense","","","","","No",0.00396,0.85,2.01,"-16.35"
"ENSG00000225350.1","FREM2-AS1",NA,"antisense","","","","","No",0.00379,1.36,1.02,"-16.37"
"ENSG00000236646.1","LAMTOR5P1",NA,"processed_pseudogene","","","","","No",0.000759,0.25,2.68,"-16.39"
"ENSG00000196302.5","AC146944.1",NA,"unprocessed_pseudogene","","","","","No",0.000297,0.5,2.66,"-16.39"
"ENSG00000214102.7","WEE2","494551","protein_coding","","","","","No",0.000263,0.73,1.88,"-16.4"
"ENSG00000225952.1","AL512444.1",NA,"antisense","","","","","No",3.74e-08,2.11,-0.12,"-16.41"
"ENSG00000230768.7","LINC01676","101928476","lincRNA","","","","","No",0.00119,1.51,1.46,"-16.41"
"ENSG00000225885.6","AC023590.1",NA,"antisense","","","","","No",4.99e-06,0.46,2.66,"-16.42"
"ENSG00000214562.14","NUTM2D","728130","protein_coding","","","","","No",6.38e-11,0.6,1.48,"-16.43"
"ENSG00000253270.1","AC090541.1",NA,"lincRNA","","","","","No",0.00137,0.81,3.08,"-16.43"
"ENSG00000258560.1","AL157912.1",NA,"antisense","","","","","No",3.83e-05,0.97,3.28,"-16.43"
"ENSG00000234626.1","AL021937.3",NA,"antisense","","","","","No",9.02e-07,1.86,3.01,"-16.44"
"ENSG00000234567.1","AL024497.2",NA,"antisense","","","","","No",0.000111,1.6,2.23,"-16.45"
"ENSG00000234303.2","CLYBL-AS1",NA,"antisense","","","","","No",0.000351,1.51,2.29,"-16.45"
"ENSG00000227170.1","AF178030.1",NA,"antisense","","","","","No",1.82e-10,2.47,4.14,"-16.46"
"ENSG00000224618.1","AC096921.1",NA,"processed_pseudogene","","","","","No",1.79e-17,2.4,4.06,"-16.46"
"ENSG00000266901.1","AC068473.2",NA,"antisense","","","","","No",0.00396,0.91,3.04,"-16.47"
"ENSG00000257083.5","LOC102724421","102724421","lincRNA","","","","","No",1.15e-06,1.44,2.9,"-16.48"
"ENSG00000229692.3","SOS1-IT1",NA,"sense_intronic","","","","","No",6.86e-08,0.74,2.35,"-16.48"
"ENSG00000279433.1","AC018529.3",NA,"TEC","","","","","No",2.86e-18,0.27,3.35,"-16.48"
"ENSG00000163092.19","XIRP2","129446","protein_coding","","","","","No",1.31e-09,1.65,1.42,"-16.49"
"ENSG00000231485.1","AL357078.1",NA,"lincRNA","","","","","No",0.000156,0.35,2.18,"-16.49"
"ENSG00000251148.1","AL158068.2",NA,"antisense","","","","","No",0.00515,0.91,2.62,"-16.49"
"ENSG00000233783.7","AP001442.1",NA,"processed_transcript","","","","","Yes",2.82e-25,1.77,4.49,"-16.5"
"ENSG00000264292.1","MIR2467","100616360","miRNA","","","","","No",2.27e-14,2.09,0.73,"-16.51"
"ENSG00000281881.1",NA,NA,"","","","","","No",0.00392,0.66,2.71,"-16.54"
"ENSG00000229105.1","ASTN2-AS1","100128505","antisense","","","","","No",5.72e-21,2.75,4.63,"-16.54"
"ENSG00000264520.1","AC005154.4",NA,"lincRNA","","","","","No",0.000711,0.49,2.08,"-16.56"
"ENSG00000149346.14","SLX4IP","128710","protein_coding","","","","","No",0.00182,0.47,1.34,"-16.57"
"ENSG00000259964.6","THSD4-AS1",NA,"antisense","","","","","No",3.63e-16,2.75,4.15,"-16.58"
"ENSG00000116539.11","ASH1L","55870","protein_coding","","","","","No",0.00258,0.28,1.53,"-16.59"
"ENSG00000252172.1","RNU6-720P",NA,"snRNA","","","","","No",0.000135,1.11,3.38,"-16.59"
"ENSG00000250062.5","LOC101929064","101929064","antisense","","","","","No",4.77e-16,2.87,3.32,"-16.6"
"ENSG00000213277.3","MARCKSL1P1",NA,"processed_pseudogene","","","","","No",0.00241,0.38,2.78,"-16.6"
"ENSG00000230973.1","AL049734.2",NA,"processed_pseudogene","","","","","No",0.00031,0.78,4.7,"-16.61"
"ENSG00000206937.1","SNORA70B","100124537","snoRNA","","","","","No",0.00364,0.67,1.46,"-16.61"
"ENSG00000273942.1","RF01963",NA,"misc_RNA","","","","","No",0.00127,0.29,0.61,"-16.61"
"ENSG00000180785.8","OR51E1","143503","protein_coding","","","","","No",4.45e-07,0.92,2.27,"-16.63"
"ENSG00000250541.1","AC092436.4",NA,"antisense","","","","","No",4.39e-05,1.21,3.51,"-16.63"
"ENSG00000253475.1","AC103769.1",NA,"sense_intronic","","","","","No",9.04e-06,0.01,2.38,"-16.63"
"ENSG00000228189.4","AL592486.1",NA,"lincRNA","","","","","No",0.00624,0.68,1.66,"-16.63"
"ENSG00000231731.7","AC010976.1",NA,"antisense","","","","","No",1.86e-09,0.75,1.96,"-16.63"
"ENSG00000233862.5","AC016907.2",NA,"antisense","","","","","No",1.11e-06,1.03,1.47,"-16.64"
"ENSG00000231208.4","ZBTB46-AS1",NA,"antisense","","","","","No",5.05e-05,1.17,3.2,"-16.64"
"ENSG00000253671.1","AC027117.1",NA,"processed_transcript","","","","","No",1.86e-07,1.06,2.6,"-16.64"
"ENSG00000224626.1","AC106053.1",NA,"lincRNA","","","","","No",0.000496,1.41,2.22,"-16.65"
"ENSG00000203327.2","AC012358.1",NA,"antisense","","","","","No",8.63e-07,1.16,2.86,"-16.65"
"ENSG00000260022.1","AL031716.1",NA,"antisense","","","","","No",3.32e-13,1.72,2.91,"-16.65"
"ENSG00000229042.2","LOC101927159","101927159","antisense","","","","","No",4.13e-05,2.22,1.78,"-16.68"
"ENSG00000231597.1","AC007557.2",NA,"antisense","","","","","No",0.00154,1.38,0.29,"-16.7"
"ENSG00000237461.1","LOC101928438","101928438","lincRNA","","","","","No",0.0027,0.85,2.38,"-16.7"
"ENSG00000235911.1","AC019055.1",NA,"lincRNA","","","","","No",2.95e-06,2.83,0.36,"-16.71"
"ENSG00000225493.1","LINC01107",NA,"lincRNA","","","","","No",0.00338,0.85,2.06,"-16.71"
"ENSG00000188199.10","NUTM2B","729262","protein_coding","","","","","No",1.52e-17,1.15,2.17,"-16.72"
"ENSG00000254542.1","NAV2-AS3",NA,"antisense","","","","","No",5.55e-05,1.52,2.77,"-16.73"
"ENSG00000221518.1","RNU6ATAC16P",NA,"snRNA","","","","","No",5.95e-11,0.77,3.48,"-16.74"
"ENSG00000226807.6","MROH5","389690","polymorphic_pseudogene","","","","","No",0.00865,0.38,2.01,"-16.74"
"ENSG00000239899.3","RN7SL674P",NA,"misc_RNA","","","","","No",3.57e-07,0.89,3.29,"-16.77"
"ENSG00000253335.1","AC009884.1",NA,"antisense","","","","","No",2.85e-12,2.22,3.99,"-16.77"
"ENSG00000271496.1","SNRPGP20",NA,"processed_pseudogene","","","","","No",0.00137,3.81,-0.94,"-16.77"
"ENSG00000184274.3","LINC00315",NA,"lincRNA","","","","","No",8.68e-05,0.89,1.79,"-16.79"
"ENSG00000278929.1","AP001784.1",NA,"TEC","","","","","No",0.00375,1.8,0.2,"-16.8"
"ENSG00000264937.1","AC100830.2",NA,"antisense","","","","","No",5.73e-05,0.58,2.45,"-16.81"
"ENSG00000228808.1","HMGB3P4",NA,"processed_pseudogene","","","","","No",7.48e-14,1.46,3.75,"-16.82"
"ENSG00000233430.3","AC239798.1",NA,"unprocessed_pseudogene","","","","","No",0.00294,0.42,2.08,"-16.84"
"ENSG00000132849.19","PATJ","10207","protein_coding","","","","","No",0.00363,0.11,1.47,"-16.84"
"ENSG00000242110.7","AMACR","23600","protein_coding","","","","","No",5e-04,0.49,1.63,"-16.84"
"ENSG00000259935.1","AC009754.1",NA,"sense_intronic","","","","","No",0.00183,0.9,2.92,"-16.85"
"ENSG00000259697.1","LOC107984784","107984784","lincRNA","","","","","No",0.00693,0.71,1.53,"-16.87"
"ENSG00000232892.1","LOC101928404","101928404","antisense","","","","","No",1.49e-07,1.72,3.7,"-16.88"
"ENSG00000230184.1","SMYD3-IT1",NA,"sense_intronic","","","","","No",1.88e-09,1.44,4.05,"-16.89"
"ENSG00000232354.8","VIPR1-AS1",NA,"antisense","","","","","No",0.000834,0.52,2.02,"-16.89"
"ENSG00000269549.2",NA,NA,"","","","","","No",3.79e-08,1.09,2.02,"-16.9"
"ENSG00000254205.1","AC009686.1",NA,"antisense","","","","","No",8.01e-10,1.61,3.67,"-16.91"
"ENSG00000224672.4","RPL17P10",NA,"processed_pseudogene","","","","","No",0.000343,0.25,1.6,"-16.91"
"ENSG00000272489.1","AL132656.3",NA,"sense_intronic","","","","","No",0.000133,0.8,2.71,"-16.92"
"ENSG00000231740.1","AL136985.1",NA,"lincRNA","","","","","No",0.000774,1.56,2.71,"-16.93"
"ENSG00000227068.1","AL162584.1",NA,"antisense","","","","","Yes",3.57e-13,2.77,4.19,"-16.94"
"ENSG00000265083.1","MIR3691","100500900","miRNA","","","","","No",8.78e-06,2.28,0.32,"-16.94"
"ENSG00000251139.2","AC084871.1",NA,"antisense","","","","","No",5.03e-17,1.54,3.16,"-16.96"
"ENSG00000233729.1","NCKAP5-AS1","101928185","antisense","","","","","No",1.45e-07,1.5,3.44,"-16.97"
"ENSG00000236980.9","C3orf84","646498","protein_coding","","","","","No",0.000665,1.5,2.43,"-16.97"
"ENSG00000206985.1","RNU6-198P",NA,"snRNA","","","","","No",5.51e-06,1.49,4.43,"-16.97"
"ENSG00000250698.1","AC131182.1",NA,"antisense","","","","","No",6e-17,2.39,4.28,"-16.98"
"ENSG00000258535.1","AL079307.1",NA,"sense_overlapping","","","","","No",0.000142,0.26,2.13,"-16.98"
"ENSG00000227143.1","LINC01153",NA,"lincRNA","","","","","No",0.00391,1.07,0.61,"-16.99"
"ENSG00000224658.1","AL513164.1",NA,"antisense","","","","","No",4.01e-08,1.6,2.39,"-16.99"
"ENSG00000224549.1","AC017067.1",NA,"lincRNA","","","","","No",5.59e-05,1.74,2.01,"-16.99"
"ENSG00000237827.1","RPS15AP29",NA,"processed_pseudogene","","","","","No",2.72e-24,2.41,4.16,"-17"
"ENSG00000213279.2","Z97192.2",NA,"lincRNA","","","","","No",0.00176,0.4,2.48,"-17.01"
"ENSG00000254141.1","AC103853.2",NA,"sense_intronic","","","","","No",2.54e-05,1.56,2.33,"-17.01"
"ENSG00000227215.1","AL355613.1",NA,"antisense","","","","","No",0.00764,1.23,3.3,"-17.02"
"ENSG00000244730.1","AC139451.1",NA,"processed_pseudogene","","","","","No",4.16e-20,1.89,4.21,"-17.02"
"ENSG00000237479.1","LOC105373876","105373876","antisense","","","","","No",0.009,0.84,0.12,"-17.03"
"ENSG00000241939.3","RN7SL517P",NA,"misc_RNA","","","","","No",8.85e-13,1.99,3.87,"-17.03"
"ENSG00000227186.1","AC018511.1",NA,"antisense","","","","","No",0.00211,1.06,2.73,"-17.04"
"ENSG00000205989.1","DEFB109C",NA,"unprocessed_pseudogene","","","","","No",6.09e-08,2.15,2.92,"-17.04"
"ENSG00000266922.1","AC008543.3",NA,"sense_intronic","","","","","No",0.000221,1.32,1.86,"-17.05"
"ENSG00000224029.1","AL450344.1",NA,"sense_intronic","","","","","No",2.24e-07,1.73,3.44,"-17.05"
"ENSG00000203446.2","AC004988.1",NA,"antisense","","","","","No",9.99e-08,1.57,2.74,"-17.06"
"ENSG00000225914.1","HCG23","414764","antisense","","","","","No",0.000223,1.04,2.63,"-17.08"
"ENSG00000254339.5","AC064802.1",NA,"lincRNA","","","","","No",0.00517,1.79,-0.21,"-17.08"
"ENSG00000169154.5","GOT1L1","137362","protein_coding","","","","","No",0.00243,1.67,2.02,"-17.09"
"ENSG00000233578.1","EIF4EP1",NA,"processed_pseudogene","","","","","No",5.49e-05,0.7,2.76,"-17.09"
"ENSG00000266579.1","FO680682.1",NA,"lincRNA","","","","","No",2.08e-10,1.9,3.6,"-17.09"
"ENSG00000102128.8","RAB40AL","282808","protein_coding","","","","","No",0.000925,0.7,1.91,"-17.09"
"ENSG00000230732.4","AC016949.1",NA,"sense_intronic","","","","","No",6.43e-17,1.21,3.45,"-17.09"
"ENSG00000255462.1","AC104031.1",NA,"antisense","","","","","No",0.00103,0.87,1.97,"-17.1"
"ENSG00000248152.1","AC093879.1",NA,"antisense","","","","","No",0.000111,1.18,2.51,"-17.11"
"ENSG00000231212.1","AL590399.3",NA,"lincRNA","","","","","No",3.74e-05,1.03,2.14,"-17.12"
"ENSG00000260171.1","AC008269.2",NA,"lincRNA","","","","","No",5.62e-13,2.34,3.84,"-17.13"
"ENSG00000205414.1","AC007608.1",NA,"antisense","","","","","No",1.11e-07,1.65,2.96,"-17.14"
"ENSG00000274455.1","AC092278.1",NA,"unprocessed_pseudogene","","","","","No",0.000271,0.56,2.73,"-17.15"
"ENSG00000235244.3","DANT2","642776","lincRNA","","","","","No",3.06e-13,2.05,4.27,"-17.16"
"ENSG00000275981.1","AC018816.2",NA,"misc_RNA","","","","","No",0.00748,1.03,3.22,"-17.16"
"ENSG00000258637.1","AC008056.1",NA,"antisense","","","","","No",0.000143,1.49,2.59,"-17.17"
"ENSG00000225857.5","AL162431.1",NA,"lincRNA","","","","","No",0.00414,0.67,1.54,"-17.17"
"ENSG00000227189.2","AC092535.1",NA,"antisense","","","","","No",5.7e-07,1.03,2.67,"-17.18"
"ENSG00000157741.14","UBN2","254048","protein_coding","","","","","No",0.0017,0.23,1.6,"-17.19"
"ENSG00000197934.8","CYYR1-AS1","100996571","antisense","","","","","No",0.00363,0.51,2.79,"-17.19"
"ENSG00000234593.2","KAZN-AS1",NA,"lincRNA","","","","","No",2.82e-13,2.29,3.73,"-17.2"
"ENSG00000223549.1","MTND5P28",NA,"processed_pseudogene","","","","","No",1.87e-05,0.81,2.4,"-17.22"
"ENSG00000283644.1","ETDC","110806299","protein_coding","","","","","No",5.06e-06,1.37,3.17,"-17.22"
"ENSG00000235937.1","AC008280.1",NA,"processed_pseudogene","","","","","No",2e-04,0.79,3.41,"-17.23"
"ENSG00000226747.6","FSIP2-AS2","101927196","antisense","","","","","No",0.000202,0.94,1.89,"-17.23"
"ENSG00000237993.1","AL365318.1",NA,"antisense","","","","","No",8.11e-05,0.91,1.96,"-17.24"
"ENSG00000221669.1","MIR548N","100302152","miRNA","","","","","No",0.000523,1.91,-0.52,"-17.24"
"ENSG00000229487.1","ALG13-AS1",NA,"antisense","","","","","No",1.12e-08,1.18,2.55,"-17.25"
"ENSG00000250195.1","LOC105377448","105377448","antisense","","","","","No",0.00294,0.92,2.44,"-17.25"
"ENSG00000237529.1","AL137847.2",NA,"antisense","","","","","No",8.11e-05,0.71,1.85,"-17.26"
"ENSG00000232046.6","LINC01798",NA,"lincRNA","","","","","No",0.00111,0.59,2.37,"-17.26"
"ENSG00000235777.1","DPYD-AS2","100873933","antisense","","","","","No",0.00197,1.05,2.68,"-17.27"
"ENSG00000270562.1","AC097634.1",NA,"lincRNA","","","","","No",1.9e-07,0.97,2.62,"-17.28"
"ENSG00000260152.2","AC113208.1",NA,"processed_pseudogene","","","","","No",1.45e-05,0.9,3.16,"-17.28"
"ENSG00000221264.1","MIR1284","100302112","miRNA","","","","","No",2.17e-11,3.33,1.15,"-17.29"
"ENSG00000222386.1","RN7SKP86",NA,"misc_RNA","","","","","No",3.13e-06,1.19,2.67,"-17.3"
"ENSG00000256481.1","AP006333.2",NA,"antisense","","","","","No",6.95e-09,0.97,2.93,"-17.31"
"ENSG00000283159.1","MIR665","100126315","miRNA","","","","","No",0.00149,2.2,-4.76,"-17.33"
"ENSG00000254451.2","LOC100130268","100130268","antisense","","","","","No",1.85e-05,1.8,2.49,"-17.33"
"ENSG00000235427.1","AC006159.1",NA,"antisense","","","","","No",2.06e-11,2.91,2.39,"-17.34"
"ENSG00000258571.1","PTTG4P",NA,"processed_pseudogene","","","","","No",4.82e-13,2.2,3.81,"-17.34"
"ENSG00000267777.1","LINC01791","107985312","lincRNA","","","","","No",5.25e-05,2.18,1.06,"-17.34"
"ENSG00000230020.1","NHS-AS1","100873920","antisense","","","","","No",3.48e-10,2.47,3.12,"-17.34"
"ENSG00000201413.1","RNA5SP141",NA,"rRNA_pseudogene","","","","","No",7.09e-26,5.08,2.29,"-17.35"
"ENSG00000233157.1","Z97055.1",NA,"processed_pseudogene","","","","","No",0.000563,1.94,2.51,"-17.35"
"ENSG00000229569.1","AL356753.1",NA,"lincRNA","","","","","No",3.84e-14,2.22,3.39,"-17.37"
"ENSG00000201346.2","RF00012",NA,"snoRNA","","","","","No",0.00234,1.57,-0.57,"-17.37"
"ENSG00000231373.1","GNA14-AS1",NA,"antisense","","","","","No",2.66e-16,3.4,3.3,"-17.38"
"ENSG00000259779.1","LINC01922","101927606","lincRNA","","","","","No",0.000799,1.96,0.11,"-17.38"
"ENSG00000249138.1","SLED1","643036","transcribed_processed_pseudogene","","","","","No",1.24e-18,0.61,2.06,"-17.39"
"ENSG00000221962.4","TMEM14EP","645843","transcribed_processed_pseudogene","","","","","No",7.15e-21,1.78,4.45,"-17.4"
"ENSG00000259921.1","AC022819.1",NA,"sense_intronic","","","","","No",7.47e-16,1.75,3.03,"-17.4"
"ENSG00000251726.1","RNU7-41P",NA,"snRNA","","","","","No",0.000638,0.73,2.32,"-17.42"
"ENSG00000200385.1","RF00406",NA,"snoRNA","","","","","No",2.15e-06,1.97,1.75,"-17.42"
"ENSG00000231134.1","TCF7L1-IT1","100874334","sense_intronic","","","","","No",5.28e-16,2.47,3.52,"-17.43"
"ENSG00000162947.4","LINC01931","150596","lincRNA","","","","","No",0.00103,1.09,2.29,"-17.43"
"ENSG00000260551.1","PWRN2","791115","lincRNA","","","","","No",0.00675,0.87,0.55,"-17.43"
"ENSG00000273294.1","C1QTNF3-AMACR",NA,"protein_coding","","","","","No",0.00582,0.22,1.46,"-17.44"
"ENSG00000202263.1","RNA5SP22",NA,"rRNA_pseudogene","","","","","No",0.000293,2.65,0.8,"-17.44"
"ENSG00000253733.3","LZTS1-AS1","100874051","lincRNA","","","","","No",1.78e-06,1.47,2.47,"-17.44"
"ENSG00000253523.1","AC104350.1",NA,"lincRNA","","","","","No",9.74e-11,1.93,2.83,"-17.45"
"ENSG00000260310.1","AC027277.2",NA,"sense_intronic","","","","","No",1.72e-09,1.77,3.41,"-17.46"
"ENSG00000277744.1","AC011462.4",NA,"sense_intronic","","","","","No",0.00919,0.45,1.52,"-17.46"
