"","Symbol","ID","Gene Type","CM tissueType","CM cancerType","CM cellType","CM cellName","unique","p-val","unique-fcs","total-fcs","stat"
"ENSG00000187229.3","AC100800.1",NA,"antisense","","","","","No",8.36e-10,1.55,3.72,"-23.49"
"ENSG00000247287.2","AL359220.1",NA,"antisense","","","","","No",6.25e-08,0.88,2.61,"-23.5"
"ENSG00000231842.1",NA,NA,"","","","","","No",2.93e-09,1.94,2.33,"-23.5"
"ENSG00000259820.1","AC083843.2",NA,"lincRNA","","","","","No",4.39e-12,0.8,2.11,"-23.51"
"ENSG00000280276.1","AC009229.4",NA,"TEC","","","","","No",8.37e-08,1.78,2.31,"-23.51"
"ENSG00000262096.2","PCDHB19P",NA,"transcribed_unprocessed_pseudogene","","","","","No",8.35e-08,1.15,2.51,"-23.51"
"ENSG00000258044.1","AC073569.1",NA,"antisense","","","","","No",1.35e-09,1.1,2.89,"-23.52"
"ENSG00000232684.1","ATP11A-AS1","100874205","antisense","","","","","No",8.93e-10,1.38,3.3,"-23.54"
"ENSG00000224973.5","LARGE-AS1","100506195","processed_transcript","","","","","No",1.04e-27,2.28,3.43,"-23.55"
"ENSG00000263300.1","AC015853.3",NA,"antisense","","","","","No",3.82e-06,1.34,2.95,"-23.58"
"ENSG00000185842.14","DNAH14","127602","protein_coding","","","","","No",1.98e-05,0.05,2.33,"-23.6"
"ENSG00000230782.1","LOC340512","340512","antisense","","","","","Yes",1.12e-12,2.03,3.45,"-23.61"
"ENSG00000243402.1","AC022973.1",NA,"processed_pseudogene","","","","","No",6.5e-08,1.57,3.11,"-23.63"
"ENSG00000271129.1","AC009027.1",NA,"processed_pseudogene","","","","","No",0.00213,0.77,1.6,"-23.63"
"ENSG00000235121.1","AL645504.1",NA,"antisense","","","","","No",1.38e-15,1.79,3.38,"-23.64"
"ENSG00000202406.1","RN7SKP187",NA,"misc_RNA","","","","","No",0.00114,0.11,2.01,"-23.65"
"ENSG00000232034.1","AC092168.2",NA,"sense_intronic","","","","","No",6.04e-18,2.43,3.22,"-23.65"
"ENSG00000258380.1","AL356805.1",NA,"antisense","","","","","No",2.5e-13,1.96,3.82,"-23.65"
"ENSG00000257438.1","AC011595.1",NA,"antisense","","","","","No",2.35e-08,1.2,3.13,"-23.66"
"ENSG00000237401.6","LINC01304","100505964","lincRNA","","","","","No",6.23e-05,0.39,-0.61,"-23.66"
"ENSG00000172139.14","SLC9C1","285335","protein_coding","","","","","No",0.00141,0.63,1.4,"-23.68"
"ENSG00000224331.2","AC019181.1",NA,"processed_pseudogene","","","","","No",4.76e-07,0.79,1.94,"-23.68"
"ENSG00000254691.1","AP002812.3",NA,"antisense","","","","","No",1.17e-07,1.66,2.81,"-23.71"
"ENSG00000237734.1","AL163192.1",NA,"antisense","","","","","No",0.00342,0.66,1.36,"-23.72"
"ENSG00000229463.2","LYST-AS1",NA,"antisense","","","","","No",5.49e-09,1.31,2.92,"-23.73"
"ENSG00000257298.1","AC008147.2",NA,"sense_intronic","","","","","No",1e-34,2.3,3.97,"-23.74"
"ENSG00000230601.6","TEX48","100505478","protein_coding","","","","","No",0.00319,1.05,1.48,"-23.74"
"ENSG00000259161.2","AL137779.3",NA,"processed_pseudogene","","","","","No",0.000669,0.65,2.94,"-23.74"
"ENSG00000235204.1","AL162724.2",NA,"antisense","","","","","No",2.89e-10,1.4,2.63,"-23.74"
"ENSG00000242318.1","AC058823.1",NA,"processed_pseudogene","","","","","No",2.07e-05,0.82,3.68,"-23.75"
"ENSG00000279489.1","AL355377.2",NA,"TEC","","","","","No",4.09e-06,1.07,2.41,"-23.75"
"ENSG00000171478.7","SPACA5B","729201","protein_coding","","","","","No",3.31e-10,2.32,2.59,"-23.77"
"ENSG00000254877.1","AP001636.2",NA,"processed_pseudogene","","","","","No",4.36e-05,1.39,1.81,"-23.8"
"ENSG00000223571.6","DHRSX-IT1",NA,"sense_intronic","","","","","No",2.82e-06,0.42,2.14,"-23.81"
"ENSG00000203506.5","RBMS3-AS2",NA,"antisense","","","","","Yes",2.02e-20,2.35,3.88,"-23.82"
"ENSG00000261916.1","AC027796.1",NA,"sense_intronic","","","","","No",1.1e-14,1.42,2.81,"-23.82"
"ENSG00000251175.5","LOC101929529","101929529","antisense","","","","","No",7.55e-07,1.58,2.68,"-23.83"
"ENSG00000232696.1","AC017006.2",NA,"antisense","","","","","No",0.0029,0.48,1.31,"-23.83"
"ENSG00000251314.2","LOC101929710","101929710","antisense","","","","","No",2.59e-06,1.06,2.19,"-23.83"
"ENSG00000114933.15","INO80D","54891","protein_coding","","","","","No",0.000908,0.22,1.65,"-23.84"
"ENSG00000207139.1","RF00019",NA,"misc_RNA","","","","","No",0.000279,1.78,4.8,"-23.84"
"ENSG00000181619.11","GPR135","64582","protein_coding","","","","","No",0.0079,0.19,1.58,"-23.86"
"ENSG00000207951.1","MIR561","693146","miRNA","","","","","Yes",1.29e-11,2.86,-1.68,"-23.87"
"ENSG00000229694.6","LINC00484","100129347","lincRNA","","","","","No",3.85e-05,0.84,2.04,"-23.87"
"ENSG00000227456.7","LINC00310","114036","lincRNA","","","","","No",5.06e-07,0.76,1.7,"-23.87"
"ENSG00000201041.1","RNA5SP242",NA,"rRNA_pseudogene","","","","","No",4.65e-08,1.49,0.77,"-23.88"
"ENSG00000249464.5","LINC01091","285419","lincRNA","","","","","No",0.000411,0.27,0.72,"-23.88"
"ENSG00000254431.1","AC084083.1",NA,"antisense","","","","","No",7.8e-12,1.25,1.06,"-23.89"
"ENSG00000248221.1","STX18-IT1","104472519","sense_intronic","","","","","Yes",2.42e-14,2.48,3.27,"-23.91"
"ENSG00000182347.10","PDSS1P1",NA,"processed_pseudogene","","","","","No",2.77e-13,1.46,3.57,"-23.91"
"ENSG00000225302.2",NA,NA,"","","","","","No",1.35e-05,0.4,1.65,"-23.91"
"ENSG00000259767.1","AC022558.1",NA,"sense_intronic","","","","","No",2.68e-05,1.29,2.57,"-23.91"
"ENSG00000235530.6","AC087294.1",NA,"antisense","","","","","No",4.68e-14,1.11,3.13,"-23.94"
"ENSG00000223842.1","AL360093.1",NA,"lincRNA","","","","","No",0.000251,0.92,2.72,"-23.96"
"ENSG00000231646.5","FSIP2-AS1","107985781","antisense","","","","","No",0.000583,0.77,1.6,"-23.97"
"ENSG00000176134.5","AL445665.1",NA,"transcribed_unprocessed_pseudogene","","","","","No",0.00639,0.55,1.52,"-23.98"
"ENSG00000272316.1","AL021368.2",NA,"lincRNA","","","","","No",1.11e-07,0.54,1.98,"-23.98"
"ENSG00000231651.1","DLG3-AS1","100873930","antisense","","","","","No",0.00112,0.56,1.66,"-23.99"
"ENSG00000264707.1","L3MBTL4-AS1","101927150","lincRNA","","","","","No",1e-05,1.37,1.87,"-24"
"ENSG00000253372.5","AC016405.1",NA,"sense_intronic","","","","","No",3.3e-29,2.91,3.62,"-24"
"ENSG00000230433.1","AL031770.1",NA,"antisense","","","","","No",1.61e-09,1.29,2.91,"-24.01"
"ENSG00000260417.1","AC092127.1",NA,"lincRNA","","","","","No",4.68e-14,1.26,3.82,"-24.01"
"ENSG00000245532.6","NEAT1","283131","lincRNA","","","","","No",1.99e-33,1.67,2.9,"-24.06"
"ENSG00000253399.1","AC078852.1",NA,"sense_intronic","","","","","No",7.26e-11,1.65,2.65,"-24.06"
"ENSG00000237373.1","BRWD1-IT1",NA,"sense_overlapping","","","","","No",0.000442,0.5,2.74,"-24.07"
"ENSG00000233237.6","LINC00472",NA,"lincRNA","","","","","No",3.18e-06,1.16,2.23,"-24.1"
"ENSG00000244879.5","GABPB1-AS1",NA,"antisense","","","","","No",0.00127,0.38,1.77,"-24.12"
"ENSG00000160336.14","ZNF761","388561","protein_coding","","","","","No",0.000249,0.79,1.56,"-24.13"
"ENSG00000237596.6","LOC644135","644135","antisense","","","","","No",5.16e-08,1.19,2.34,"-24.14"
"ENSG00000233998.1","SETP5",NA,"processed_pseudogene","","","","","No",2.66e-19,1.02,0.86,"-24.15"
"ENSG00000257964.1","AC020612.3",NA,"antisense","","","","","No",2.88e-14,0.97,2.71,"-24.16"
"ENSG00000225216.6","AC007362.1",NA,"antisense","","","","","No",3.55e-05,0.52,1.53,"-24.18"
"ENSG00000213896.4","AC109486.1",NA,"processed_pseudogene","","","","","No",1.96e-06,1.7,1.31,"-24.2"
"ENSG00000203739.3","LOC101928673","101928673","antisense","","","","","No",1.35e-05,0.15,2.03,"-24.2"
"ENSG00000254786.1","AP001636.1",NA,"unprocessed_pseudogene","","","","","Yes",1.86e-15,2.54,2.49,"-24.21"
"ENSG00000199005.4","MIR370","442915","miRNA","","","","","No",0.000614,1.96,-3.25,"-24.21"
"ENSG00000228386.2","AL031668.1",NA,"lincRNA","","","","","No",1.89e-10,0.83,3.36,"-24.21"
"ENSG00000226263.1","ISM1-AS1",NA,"antisense","","","","","No",9.02e-07,1.16,1.54,"-24.22"
"ENSG00000207989.3","MIR493","574450","miRNA","","","","","No",3.88e-09,3.41,-5.9,"-24.24"
"ENSG00000236292.1","AC138024.1",NA,"antisense","","","","","No",0.000582,1.72,1.66,"-24.24"
"ENSG00000264200.1","MIR4693","100616457","miRNA","","","","","No",0.005,1.95,3.73,"-24.24"
"ENSG00000260790.1","LOC440346","440346","antisense","","","","","No",3.99e-05,0.9,2.78,"-24.24"
"ENSG00000233021.2","AL669841.1",NA,"antisense","","","","","No",2.66e-10,1.41,2.57,"-24.25"
"ENSG00000237986.3","CELF2-AS2",NA,"antisense","","","","","No",5.66e-09,0.83,2.01,"-24.26"
"ENSG00000200176.1","RNU1-19P",NA,"snRNA","","","","","No",1.19e-05,0.93,2.05,"-24.27"
"ENSG00000253197.5","AC117834.1",NA,"antisense","","","","","No",0.00366,0.7,2.43,"-24.28"
"ENSG00000230454.1","U73166.1",NA,"lincRNA","","","","","No",7.58e-09,0.55,1.8,"-24.28"
"ENSG00000173681.16","BCLAF3","256643","protein_coding","","","","","No",8e-05,0.31,1.23,"-24.31"
"ENSG00000263220.1","AC015727.1",NA,"antisense","","","","","No",8.25e-09,1.42,2.8,"-24.33"
"ENSG00000241158.5","ADAMTS9-AS1","101929335","processed_transcript","","","","","No",7.72e-18,0.66,1.37,"-24.33"
"ENSG00000255158.1","AC131934.1",NA,"antisense","","","","","No",1.41e-08,1.09,2.59,"-24.33"
"ENSG00000266019.1","MIR3609","100500819","miRNA","","","","","No",4.02e-06,0.28,1.69,"-24.33"
"ENSG00000278866.1","AC006065.5",NA,"TEC","","","","","No",0.00225,1.68,4.02,"-24.33"
"ENSG00000257198.6","FAM205BP",NA,"transcribed_unprocessed_pseudogene","","","","","No",4.35e-05,1.87,1.29,"-24.34"
"ENSG00000202347.1","RNU1-16P",NA,"snRNA","","","","","No",0.00767,0.48,1.26,"-24.34"
"ENSG00000272918.1","AC005070.3",NA,"antisense","","","","","No",3.37e-06,0.75,2.52,"-24.36"
"ENSG00000188869.12","TMC3","342125","protein_coding","","","","","No",0.00763,0.56,1.79,"-24.36"
"ENSG00000261293.1","AC007601.2",NA,"antisense","","","","","No",0.00032,1.18,2.36,"-24.38"
"ENSG00000245598.6","DACT3-AS1","100506068","antisense","","","","","No",0.000674,0.33,1.52,"-24.38"
"ENSG00000257022.1","AC008250.1",NA,"antisense","","","","","No",2.29e-06,0.83,1.52,"-24.38"
"ENSG00000231125.2","AF129075.1",NA,"sense_intronic","","","","","No",0.00401,0.76,2.06,"-24.43"
"ENSG00000228522.2","LOC100996643","100996643","transcribed_unprocessed_pseudogene","","","","","No",9.33e-05,0.16,0.77,"-24.44"
"ENSG00000176124.11","DLEU1","10301","processed_transcript","","","","","No",0.00142,0.24,1.76,"-24.45"
"ENSG00000235669.1","AC004593.1",NA,"antisense","","","","","No",4.68e-09,1.66,2.61,"-24.45"
"ENSG00000225703.1","AC114737.1",NA,"lincRNA","","","","","No",2.12e-12,1.18,3.14,"-24.45"
"ENSG00000212464.1","SNORA12","677800","snoRNA","","","","","No",4.82e-07,0.66,1.37,"-24.46"
"ENSG00000256458.1","AC080075.1",NA,"antisense","","","","","No",0.00988,0.27,1.72,"-24.46"
"ENSG00000199856.2","RF00012",NA,"snoRNA","","","","","No",0.000192,1.22,-1.03,"-24.47"
"ENSG00000282798.1","AC008993.2",NA,"TEC","","","","","No",1.8e-05,0.24,2.82,"-24.49"
"ENSG00000224764.1","AL353768.1",NA,"antisense","","","","","No",5.93e-09,1.52,1.39,"-24.49"
"ENSG00000259463.1","AC020661.2",NA,"antisense","","","","","No",9.71e-09,1.18,3.36,"-24.49"
"ENSG00000182021.10","AL591379.1",NA,"transcribed_unprocessed_pseudogene","","","","","No",1.06e-05,0.12,1.5,"-24.51"
"ENSG00000275056.1","AC020663.3",NA,"sense_intronic","","","","","No",5.34e-08,0.26,2.61,"-24.56"
"ENSG00000237738.1","RNF216-IT1","100874342","sense_intronic","","","","","No",3.33e-18,1.74,3.11,"-24.59"
"ENSG00000201390.1","RNU6-1141P",NA,"snRNA","","","","","No",0.00101,0.33,-1.23,"-24.59"
"ENSG00000250582.1","SMAD1-AS2","101927659","antisense","","","","","No",9.04e-07,1.3,2.59,"-24.59"
"ENSG00000238273.3","AC108058.1",NA,"antisense","","","","","No",1.57e-23,2.11,2.56,"-24.64"
"ENSG00000230470.1","AL078645.1",NA,"sense_intronic","","","","","Yes",9.16e-22,2.67,3.2,"-24.65"
"ENSG00000248222.5","AC011389.1",NA,"antisense","","","","","No",2.73e-10,1.53,2.58,"-24.66"
"ENSG00000262529.1","AC130650.1",NA,"antisense","","","","","No",2.38e-13,1.73,3.06,"-24.66"
"ENSG00000260884.1","AC009120.3",NA,"lincRNA","","","","","No",9.7e-13,1.49,2.63,"-24.68"
"ENSG00000253720.1","AC022973.2",NA,"lincRNA","","","","","No",8.19e-05,0.93,1.91,"-24.69"
"ENSG00000259797.1","AC020978.1",NA,"sense_intronic","","","","","No",0.000161,1.06,2.74,"-24.69"
"ENSG00000231310.3","TBL1XR1-AS1",NA,"antisense","","","","","No",0.000552,0.39,2.37,"-24.72"
"ENSG00000055609.17","KMT2C","58508","protein_coding","","","","","No",0.000349,0.16,1.66,"-24.73"
"ENSG00000184906.10","LOC101929583","101929583","transcribed_unprocessed_pseudogene","","","","","No",0.000471,0.81,1.61,"-24.74"
"ENSG00000228280.1","AL731568.1",NA,"sense_intronic","","","","","Yes",6.98e-21,2.3,3.25,"-24.77"
"ENSG00000251414.1","AC138956.2",NA,"antisense","","","","","Yes",1.36e-08,0.76,1.96,"-24.78"
"ENSG00000256159.1","AC022080.3",NA,"processed_pseudogene","","","","","No",7.24e-12,1.14,4.64,"-24.78"
"ENSG00000242488.2","AF107885.1",NA,"transcribed_processed_pseudogene","","","","","No",1.44e-11,1.75,2.42,"-24.8"
"ENSG00000273596.1","RF02187",NA,"misc_RNA","","","","","No",0.00325,0.92,1.97,"-24.8"
"ENSG00000214439.3","FAM185BP",NA,"transcribed_unprocessed_pseudogene","","","","","No",0.00387,0.23,1.99,"-24.83"
"ENSG00000231575.1","AL139118.1",NA,"sense_intronic","","","","","No",1.73e-11,2.82,-0.02,"-24.87"
"ENSG00000224107.5","ETDB","100129515","protein_coding","","","","","No",0.000147,1.37,0.94,"-24.89"
"ENSG00000172403.10","SYNPO2","171024","protein_coding","","","","","No",1.54e-09,0.61,1.42,"-24.89"
"ENSG00000253829.1","AC067817.2",NA,"antisense","","","","","No",0.000859,0.07,1.2,"-24.92"
"ENSG00000215421.9","ZNF407","55628","protein_coding","","","","","No",5.81e-05,0.13,1.68,"-24.93"
"ENSG00000250472.1","TRIM36-IT1",NA,"sense_intronic","","","","","No",1.83e-09,2.59,1.44,"-24.95"
"ENSG00000225745.8",NA,NA,"","","","","","No",1.74e-27,2.57,1.51,"-24.96"
"ENSG00000259481.1","AC012404.1",NA,"antisense","","","","","No",1.28e-37,3.37,3.51,"-24.96"
"ENSG00000224790.2","AP000704.1",NA,"lincRNA","","","","","No",0.0012,0.74,2.05,"-25.01"
"ENSG00000230912.1","AL021707.4",NA,"antisense","","","","","No",0.00869,0.63,1.24,"-25.02"
"ENSG00000234206.5","AL121957.1",NA,"antisense","","","","","No",6.28e-06,1.5,2.11,"-25.02"
"ENSG00000205913.6","SRRM2-AS1","100128788","antisense","","","","","No",9.64e-08,0.13,1.64,"-25.02"
"ENSG00000244101.1","HMGN1P10",NA,"processed_pseudogene","","","","","No",0.00247,1.25,4.3,"-25.05"
"ENSG00000237892.1","KLF7-IT1",NA,"sense_intronic","","","","","No",7.52e-12,0.75,2.55,"-25.07"
"ENSG00000204706.14","MAMDC2-AS1",NA,"antisense","","","","","No",3.15e-15,1.26,2.13,"-25.08"
"ENSG00000235295.1","LINC01634","100192420","lincRNA","","","","","No",0.00302,0.38,0.78,"-25.08"
"ENSG00000233183.2","AL138889.1",NA,"lincRNA","","","","","No",1.37e-08,1.22,1.65,"-25.1"
"ENSG00000254363.6","LOC101929719","101929719","processed_transcript","","","","","Yes",3.74e-17,1.27,2.62,"-25.13"
"ENSG00000274421.1","AL162390.1",NA,"sense_intronic","","","","","No",2.73e-12,0.92,1.75,"-25.14"
"ENSG00000259649.4","AC027808.2",NA,"antisense","","","","","No",3.09e-15,1.66,2.79,"-25.15"
"ENSG00000279128.1","AC078925.2",NA,"TEC","","","","","Yes",2.42e-08,2.05,0.91,"-25.16"
"ENSG00000234084.1","AL049552.1",NA,"antisense","","","","","No",5.57e-14,0.63,2.07,"-25.17"
"ENSG00000270956.1","AC009948.3",NA,"antisense","","","","","No",3.42e-05,1.4,1.23,"-25.18"
"ENSG00000165325.13","DEUP1","159989","protein_coding","","","","","No",1.41e-07,1.08,2.34,"-25.2"
"ENSG00000229531.5","LOC101928696","101928696","antisense","","","","","No",1.23e-05,0.81,2.55,"-25.2"
"ENSG00000265539.1","MIR3164","100422846","miRNA","","","","","No",6.99e-05,0.68,2.12,"-25.2"
"ENSG00000235586.1","AC011247.1",NA,"antisense","","","","","No",1.92e-07,0.61,2.41,"-25.21"
"ENSG00000136206.3","SPDYE1","285955","protein_coding","","","","","No",9.47e-10,0.64,2.8,"-25.22"
"ENSG00000259295.6","LOC440300","440300","transcribed_unprocessed_pseudogene","","","","","No",2.61e-09,0.73,1.68,"-25.23"
"ENSG00000260608.1","AC024270.4",NA,"antisense","","","","","No",7.94e-08,0.89,2.42,"-25.24"
"ENSG00000255367.2","LOC101927708","101927708","processed_transcript","","","","","No",5.49e-06,0.73,1.84,"-25.24"
"ENSG00000140543.14","DET1","55070","protein_coding","","","","","No",0.000127,0.23,1.01,"-25.26"
"ENSG00000258323.1","AC073575.1",NA,"antisense","","","","","No",0.00485,0.01,3.28,"-25.27"
"ENSG00000254688.1","AC013549.2",NA,"antisense","","","","","No",1.16e-20,2.33,2.9,"-25.32"
"ENSG00000234740.1","AL162386.2",NA,"sense_intronic","","","","","No",2.2e-09,1.37,2.74,"-25.34"
"ENSG00000261101.2","AC234775.3",NA,"sense_overlapping","","","","","No",9.95e-05,0.69,1.93,"-25.35"
"ENSG00000228886.1","AL138963.1",NA,"lincRNA","","","","","No",6.22e-12,1.56,3.23,"-25.37"
"ENSG00000231519.1","AC007285.2",NA,"antisense","","","","","No",5.81e-05,1.17,1.61,"-25.38"
"ENSG00000255669.2","AC092471.1",NA,"transcribed_unitary_pseudogene","","","","","No",1.3e-11,1.59,2.64,"-25.39"
"ENSG00000254484.1","AP002336.1",NA,"sense_intronic","","","","","No",1.14e-05,0.57,2.14,"-25.41"
"ENSG00000237813.3","AC002066.1",NA,"antisense","","","","","No",0.000466,0.89,2.3,"-25.46"
"ENSG00000234969.1","AL627389.1",NA,"processed_pseudogene","","","","","No",2.12e-09,0.97,1.75,"-25.48"
"ENSG00000250614.1","AC005522.1",NA,"antisense","","","","","No",1.22e-09,0.68,2.88,"-25.5"
"ENSG00000262020.1","AC007014.1",NA,"antisense","","","","","No",9.23e-08,1.4,2.77,"-25.5"
"ENSG00000234255.8","AC012370.2",NA,"lincRNA","","","","","No",0.000327,1.12,1.19,"-25.5"
"ENSG00000253116.1","AC027698.1",NA,"lincRNA","","","","","No",2.49e-18,2.58,2.83,"-25.52"
"ENSG00000252623.1","RNA5SP481",NA,"rRNA_pseudogene","","","","","No",5.3e-07,2.3,0.16,"-25.53"
"ENSG00000260473.2","AC068987.3",NA,"lincRNA","","","","","No",0.000147,0.71,1.84,"-25.56"
"ENSG00000176542.9","USF3","205717","protein_coding","","","","","No",8.41e-06,0.08,1.51,"-25.59"
"ENSG00000065534.18","MYLK","4638","protein_coding","","","","","No",1.71e-05,0.15,1.31,"-25.59"
"ENSG00000203335.4","AC006019.1",NA,"antisense","","","","","No",1.38e-11,1.34,0.98,"-25.62"
"ENSG00000198326.9","TMEM239","100288797","protein_coding","","","","","No",0.00661,1.22,0.13,"-25.68"
"ENSG00000236426.5","AL583824.1",NA,"antisense","","","","","No",2.33e-18,2.09,3.38,"-25.71"
"ENSG00000261560.1","AC007216.3",NA,"sense_intronic","","","","","No",9.34e-18,1.8,3.4,"-25.72"
"ENSG00000200218.1","RNU6-697P",NA,"snRNA","","","","","No",0.00185,1.33,3.89,"-25.72"
"ENSG00000241890.1","RPL13P4",NA,"processed_pseudogene","","","","","No",0.00248,0.68,3.53,"-25.73"
"ENSG00000007952.17","NOX1","27035","protein_coding","","","","","No",0.0059,0.3,-0.49,"-25.74"
"ENSG00000224885.1","EIPR1-IT1",NA,"sense_intronic","","","","","No",5.7e-05,0.88,2.43,"-25.75"
"ENSG00000224468.3","LAMC1-AS1","110841583","antisense","","","","","No",4.43e-05,0.7,1.8,"-25.77"
"ENSG00000262777.1","AC032044.1",NA,"antisense","","","","","No",0.00116,0.05,1.81,"-25.77"
"ENSG00000100354.20","TNRC6B","23112","protein_coding","","","","","No",0.00383,0.05,1.8,"-25.78"
"ENSG00000241599.1","AL627309.4",NA,"lincRNA","","","","","No",4.04e-05,1.24,2.29,"-25.79"
"ENSG00000260633.1","AC010207.1",NA,"lincRNA","","","","","No",0.000411,0.22,1.17,"-25.79"
"ENSG00000279511.1","AL356274.2",NA,"TEC","","","","","No",2.61e-08,1.21,0.66,"-25.81"
"ENSG00000183666.16","GUSBP1","728411","transcribed_unprocessed_pseudogene","","","","","No",0.00593,0.12,1.5,"-25.82"
"ENSG00000233848.1","AL513188.1",NA,"antisense","","","","","No",0.0015,1.07,2.13,"-25.86"
"ENSG00000249713.1","LOC101929109","101929109","antisense","","","","","No",3.26e-06,0.64,1.65,"-25.87"
"ENSG00000263790.1","MIR4473","100616229","miRNA","","","","","No",0.000308,1.75,-0.31,"-25.88"
"ENSG00000202411.1","RNA5SP259",NA,"rRNA_pseudogene","","","","","No",0.000147,1.33,0.56,"-25.88"
"ENSG00000267708.1","RDM1P3",NA,"unprocessed_pseudogene","","","","","Yes",6.86e-17,1.34,3.03,"-25.9"
"ENSG00000279217.1","Z95114.1",NA,"lincRNA","","","","","No",4.93e-10,1.39,1.45,"-25.9"
"ENSG00000253854.1","AC010834.3",NA,"antisense","","","","","No",2.83e-06,0.75,1.93,"-25.91"
"ENSG00000234361.1","AL391863.2",NA,"antisense","","","","","No",5.1e-08,1.12,2.44,"-25.91"
"ENSG00000234943.2","AC092839.2",NA,"antisense","","","","","No",0.000306,1.44,2.35,"-25.93"
"ENSG00000230575.1","AC013286.1",NA,"antisense","","","","","No",2.02e-23,2.3,2.75,"-25.93"
"ENSG00000196131.6","VN1R2","317701","protein_coding","","","","","No",0.0058,0.76,-1.37,"-25.93"
"ENSG00000232564.3","MRTFA-AS1","101927257","antisense","","","","","No",9.16e-24,2.04,3.79,"-25.94"
"ENSG00000271712.1","AL163642.2",NA,"processed_pseudogene","","","","","No",3.19e-05,2.55,4.01,"-25.94"
"ENSG00000225929.1","LOC105373100","105373100","antisense","","","","","No",0.000334,0.77,1.1,"-25.96"
"ENSG00000230333.6","AC004160.1",NA,"processed_transcript","","","","","No",1.51e-06,1.12,2.12,"-25.97"
"ENSG00000261669.1","AC008731.1",NA,"antisense","","","","","No",1.15e-14,1.4,2.61,"-25.97"
"ENSG00000244757.1","AL137024.1",NA,"antisense","","","","","No",0.000552,1.22,0.09,"-25.99"
"ENSG00000230751.1","AC007036.2",NA,"sense_intronic","","","","","No",0.000662,0.66,2.3,"-26"
"ENSG00000260816.2","AC027279.1",NA,"sense_intronic","","","","","No",1.91e-12,0.92,2.26,"-26.02"
"ENSG00000237356.5","AL365295.1",NA,"processed_transcript","","","","","No",0.00668,0.5,1.53,"-26.04"
"ENSG00000226891.7","LINC01359",NA,"processed_transcript","","","","","No",1.01e-23,1.87,3.06,"-26.04"
"ENSG00000264853.1","AC011933.2",NA,"sense_intronic","","","","","No",2.03e-12,0.77,3.6,"-26.05"
"ENSG00000260671.2","AC010536.2",NA,"sense_intronic","","","","","No",7.42e-07,0.95,2.47,"-26.06"
"ENSG00000279758.1","AC105339.5",NA,"TEC","","","","","No",0.000269,0.47,1.45,"-26.13"
"ENSG00000236065.2","AL020995.1",NA,"antisense","","","","","No",0.00155,0.38,1.8,"-26.16"
"ENSG00000244371.2","PFN1P8",NA,"processed_pseudogene","","","","","No",1.65e-15,1.02,2.27,"-26.17"
"ENSG00000204930.9","FAM221B","392307","protein_coding","","","","","No",0.00436,0.1,1.63,"-26.22"
"ENSG00000165181.16","SHOC1","158401","protein_coding","","","","","No",1.22e-07,0.42,2.68,"-26.22"
"ENSG00000199731.1","RNU6-1079P",NA,"snRNA","","","","","No",0.00641,0.37,-1.31,"-26.23"
"ENSG00000236559.1","AL117381.1",NA,"antisense","","","","","No",5.84e-07,0.63,2.79,"-26.24"
"ENSG00000250069.1","AC011379.1",NA,"sense_intronic","","","","","No",6.82e-15,1.48,3.42,"-26.27"
"ENSG00000241983.3","RN7SL566P",NA,"misc_RNA","","","","","No",5.31e-07,0.77,2.63,"-26.28"
"ENSG00000235358.1","AC093151.3",NA,"lincRNA","","","","","No",4.27e-06,1.27,1.58,"-26.32"
"ENSG00000270760.1","AD001527.1",NA,"antisense","","","","","No",3.36e-18,1.85,2.12,"-26.33"
"ENSG00000199564.1","RNA5SP502",NA,"rRNA_pseudogene","","","","","No",1.44e-07,2.66,0.59,"-26.37"
"ENSG00000203709.10","MIR29B2CHG",NA,"lincRNA","","","","","No",1.67e-24,1.57,0.82,"-26.41"
"ENSG00000283297.1","TEX52","101929469","protein_coding","","","","","No",1.95e-07,0.37,1.75,"-26.42"
"ENSG00000277675.1","AC211486.5",NA,"antisense","","","","","No",0.00779,0.34,2.09,"-26.42"
"ENSG00000280080.1","TBC1D22A-AS1","642757","antisense","","","","","No",2.1e-11,1.04,2.49,"-26.42"
"ENSG00000177993.3","ZNRF3-AS1","100874123","antisense","","","","","No",1.39e-16,1.65,3.27,"-26.42"
"ENSG00000228906.1","AL353804.1",NA,"lincRNA","","","","","No",3.81e-09,0.64,2.27,"-26.43"
